National Center for Education Statistics,,,,,,,,,,,,
Education Finance Peer Tool,,,,,,,,,,,,
The file contains (980) records based on your search.,,,,,,,,,,,,
NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user.,,,,,,,,,,,,
LEAID,DistrictName,State,SchoolLevel,GradeSpanLow,GradeSpanHigh,ZipCode,TotalCurrentExpendituresPerStudent,InstructionalExpendituresPerStudent,StudentandStaffSupportPerStudent,AdministrationPerStudent,OperationsPerStudent,v33
0622860,Los Molinos Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96055,14423.4234234234,8324.32432432433,726.126126126126,2627.02702702703,2745.94594594595,555
0622890,Los Nietos,CALIFORNIA,01-Elementary school system only,KG,08,90606,16034.0179717587,10166.8806161746,1430.03851091142,1804.87804878049,2632.22079589217,1558
0622920,Los Olivos Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93441,15398.6928104575,8529.41176470588,104.575163398693,3372.54901960784,3392.1568627451,153
0622950,Lost Hills Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93249,18617.2248803828,10428.2296650718,1705.74162679426,2047.84688995215,4435.40669856459,418
0623010,Lowell Joint,CALIFORNIA,01-Elementary school system only,KG,08,90603,10051.3959390863,6538.3883248731,795.05076142132,1302.03045685279,1415.92639593909,3152
0623040,Lucerne Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95458,13545.4545454545,7632.41106719368,1162.05533596838,2359.6837944664,2391.30434782609,253
0600015,Lucerne Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92356,16527.665317139,9130.90418353576,736.842105263158,3330.6342780027,3329.28475033738,741
0623080,Lucia Mar Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93420,11770.1437807585,7527.54993727685,1168.87001833446,1468.39718228312,1605.32664286404,10363
0623130,Luther Burbank,CALIFORNIA,01-Elementary school system only,KG,08,95128,14430.2325581395,9050.38759689923,381.782945736434,2899.22480620155,2098.83720930233,516
0623160,Lynwood Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90262,13450.8766845385,7602.01420084046,1522.67787277206,1989.49427619186,2336.6903347341,13802
0691017,Madera County Superintendent of Schools,CALIFORNIA,05-Vocational or special education school system,KG,12,93637,53893.4210526316,24857.8947368421,13844.7368421053,9301.31578947369,5889.47368421053,760
0623340,Madera Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93637,13001.1493678477,7573.58452850932,1506.07166058668,1640.39778122033,2281.09539753136,20011
0623430,Magnolia Elementary,CALIFORNIA,01-Elementary school system only,KG,06,92804,12833.8745513587,8350.53836950949,1833.87455135874,1243.37720047855,1406.08443001196,5851
0623460,Magnolia Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92227,10262.4113475177,7439.71631205674,170.212765957447,1120.56737588652,1531.91489361702,141
0623530,Mammoth Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93546,12804.7973531844,8306.03804797353,399.503722084367,1740.28122415219,2358.97435897436,1209
0623550,Manchester Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95459,25388.8888888889,12972.2222222222,1277.77777777778,7388.88888888889,3750,36
0600025,Manhattan Beach Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90266,14900.9570104815,9117.57557344676,1417.28695123804,1612.48670818776,2753.60777760899,6583
0623610,Manteca Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95336,12177.7109709108,7710.08172079434,1203.66685015032,1471.77880340433,1792.1835965618,23617
0623700,Manzanita Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95948,10290.2208201893,7066.24605678233,31.5457413249211,1365.93059936909,1826.49842271293,317
0623730,Maple Creek Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95550,86000,48000,500,20000,17500,4
0623760,Maple Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93263,9667.80821917808,6318.49315068493,119.86301369863,1780.82191780822,1448.6301369863,292
0623800,Marcum-Illinois Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95659,14615.8192090395,7203.38983050847,451.977401129944,3632.76836158192,3327.68361581921,177
0623820,Maricopa Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93252,20036.4238410596,11980.1324503311,1731.7880794702,2476.82119205298,3847.6821192053,302
0691018,Marin County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,94913,135037.38317757,53813.0841121495,37401.8691588785,29264.7975077882,14557.6323987539,321
0691090,Mariposa County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95338,80311.1111111111,39133.3333333333,18400,16155.5555555556,6622.22222222222,45
0623940,Mariposa County Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95338,13686.0670194004,7472.66313932981,973.544973544974,2070.5467372134,3169.31216931217,1701
0623970,Mark Twain Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95222,11131.2101910828,7094.26751592357,523.566878980892,1643.31210191083,1870.06369426752,785
0624000,Mark West Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95404,11610.1108033241,7998.61495844875,698.753462603878,1682.82548476454,1229.91689750693,1444
0624030,Martinez Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94553,11803.0739673391,7677.23342939481,1006.00384245917,1524.0153698367,1595.82132564842,4164
0624090,Marysville Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95901,12247.9695176978,6798.45583074301,1222.19993983756,1718.13897523313,2509.17477188409,9973
0600038,Mattole Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95558,35560,22800,20,7240,5500,50
0624150,Maxwell Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95955,13423.5294117647,8100,302.941176470588,2650,2370.58823529412,340
0624180,McCabe Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92243,10652.0146520147,6435.16483516484,457.142857142857,1688.64468864469,2071.06227106227,1365
0624210,McCloud Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96057,14816.6666666667,7333.33333333333,683.333333333333,3050,3750,60
0624230,McFarland Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93250,13102.4684270953,7766.93455797933,1372.56027554535,1966.41791044776,1996.55568312285,3484
0624300,McKinleyville Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95519,11698.1300089047,7545.85930543188,804.986642920748,1788.95814781834,1558.32591273375,1123
0624330,McKittrick Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93251,28364.8648648649,15824.3243243243,0,5918.91891891892,6621.62162162162,74
0624360,McSwain Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95341,10810.502283105,6721.46118721461,652.96803652968,1624.42922374429,1811.64383561644,876
0624390,Meadows Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92243,14715.4471544715,8837.39837398374,1193.08943089431,1810.9756097561,2873.9837398374,492
0691019,Mendocino County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95482,0,0,0,0,0,
0624480,Mendocino Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95460,21598.8805970149,9841.41791044776,1694.02985074627,2841.41791044776,7222.01492537313,536
0600022,Mendota Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93640,12746.2602314423,7399.66130397968,888.51255997742,1875.24696584815,2582.83940163703,3543
0624540,Menifee Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,92586,10433.8497065332,6702.20340613875,978.447031655922,1321.37015298759,1431.82911575099,10393
0624570,Menlo Park City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94027,18728.3276450512,12622.1843003413,2054.2662116041,2232.42320819113,1819.45392491468,2930
0624600,Merced City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95340,12652.9203379054,7623.85321100917,1391.67953492597,1695.15850667636,1942.22908529385,11009
0691020,Merced County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95341,59365.6387665198,25787.812041116,16704.845814978,9233.48017621145,7639.50073421439,1362
0624630,Merced River Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95388,11757.0621468927,6367.23163841808,293.785310734463,2627.1186440678,2468.92655367232,177
0624660,Merced Union High,CALIFORNIA,02-Secondary school system only,09,12,95344,14146.3460990212,7897.36767081631,1968.2600019006,1979.75862396655,2300.95980233774,10523
0624690,Meridian Elementary,CALIFORNIA,†,KG,12,95957,22454.5454545455,12136.3636363636,363.636363636364,5136.36363636364,4818.18181818182,44
0624720,Mesa Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,93066,10282.9268292683,6505.69105691057,738.211382113821,1627.64227642276,1411.38211382114,615
0624750,Middletown Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95461,11671.3995943205,6627.45098039216,797.160243407708,2060.17579445571,2186.61257606491,1479
0624780,Midway Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93224,22050,12312.5,850,4000,4887.5,80
0624870,Mill Valley Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94941,16270.3527815468,10561.736770692,1364.31478968792,2603.45997286296,1740.84124830393,2948
0624900,Millbrae Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94030,11436.8443138901,7170.79311791859,1339.06840117499,1532.10239194293,1394.88040285355,2383
0624930,Millville Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96062,10296.992481203,6409.77443609023,225.563909774436,2033.83458646617,1627.81954887218,266
0624500,Milpitas Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95035,12279.6893432953,8055.44632324027,1210.47974832875,1533.72001572945,1480.04325599685,10172
0625110,Mission Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93960,11480.9160305344,8000,15.2671755725191,2465.64885496183,1000,131
0601330,Modesto City Schools,CALIFORNIA,†,N,N,95351,13291.1544227886,7641.27936031984,1744.12793603198,1702.3821422622,2203.36498417458,30015
0691093,Modoc County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,96101,0,0,0,0,0,
0625190,Modoc Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96101,11378.4403669725,6756.88073394495,272.935779816514,2141.05504587156,2207.56880733945,872
0625230,Mojave Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93501,12853.9285714286,7016.78571428571,1277.85714285714,2043.21428571429,2516.07142857143,2800
0691052,Mono County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93546,31580,9753.33333333333,5273.33333333333,12990,3563.33333333333,300
0625290,Monroe Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93725,15867.4698795181,7391.56626506024,1584.33734939759,3650.60240963855,3240.96385542169,166
0625320,Monrovia Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91016,13517.8243292907,7941.93311282617,1823.96177875781,1879.27232635061,1872.65711135612,5442
0625350,Monson-Sultana Joint Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93666,12769.0631808279,7681.91721132898,1106.75381263617,1856.2091503268,2124.18300653595,459
0625380,Montague Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96064,11680.981595092,6190.18404907975,638.036809815951,2257.66871165644,2595.09202453988,163
0625410,Monte Rio Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95462,20690.4761904762,9404.7619047619,821.428571428571,6464.28571428571,4000,84
0625470,Montebello Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90640,13992.8371836751,8376.52013066236,1738.00621826912,1914.24298476918,1964.06784997442,25409
0625500,Montecito Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,93108,30213.1979695431,18708.1218274112,3096.44670050761,5192.89340101523,3215.73604060914,394
0691021,Monterey County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93912,0,0,0,0,0,
0625530,Monterey Peninsula Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93942,12472.3568390861,6689.94164771041,1518.24745326872,1898.92196617545,2365.24577193156,10111
0625650,Montgomery Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95421,24272.7272727273,15181.8181818182,60.6060606060606,4484.84848484849,4545.45454545455,33
0625690,Moorpark Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93021,10939.1290270358,6695.96891694998,848.308240246074,1925.04451999352,1469.8073498462,6177
0625740,Moraga Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94556,12430.5780659103,8252.83630470016,1199.89195029714,1869.8001080497,1108.04970286332,1851
0625770,Moreland,CALIFORNIA,01-Elementary school system only,KG,08,95130,12870.2955560281,7846.05570912184,1372.95343397831,1708.6965766532,1942.58983627472,4703
0625800,Moreno Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92553,14013.2161279492,8595.85508042609,1438.4213899826,1426.27354027409,2552.66611726643,32763
0625830,Morgan Hill Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95037,11627.6826621654,7086.68917289607,1099.95177236557,1693.27224499638,1747.7694719074,8294
0625860,Morongo Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92277,13105.0371402043,7721.56453110492,1136.83844011142,1681.63881151346,2564.99535747447,8616
0625980,Mother Lode Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95667,11334.9514563107,6875.72815533981,784.466019417476,1730.09708737864,1944.66019417476,1030
0626400,Mount Pleasant Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95148,15161.0587707492,8772.09510991476,2217.58636159713,2000.89726334679,2170.48003589053,2229
0626070,Mountain Elementary,CALIFORNIA,01-Elementary school system only,KG,06,95073,12335.6643356643,7342.65734265734,447.552447552448,3545.45454545455,1000,143
0626100,Mountain Empire Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91962,14509.7115950559,8194.2319011183,1227.7810476751,2330.78281341966,2756.91583284285,1699
0626130,Mountain House Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94514,30058.8235294118,18764.7058823529,0,6529.41176470588,4764.70588235294,17
0627040,Mountain Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96065,18863.0136986301,9068.49315068493,164.383561643836,4273.97260273973,5356.16438356164,73
0600018,Mountain Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96041,18952.7559055118,9968.50393700787,1342.51968503937,3275.5905511811,4366.14173228347,254
0626190,Mountain View Elementary,CALIFORNIA,01-Elementary school system only,KG,08,91732,16304.7589032461,10071.8562874251,2502.83643239836,1481.24803025528,2248.81815316735,6346
0626220,Mountain View Elementary,CALIFORNIA,01-Elementary school system only,KG,08,91761,11227.093206951,7008.29383886256,1069.90521327014,1652.44865718799,1496.44549763033,2532
0626280,Mountain View Whisman,CALIFORNIA,01-Elementary school system only,KG,08,94043,16350.2935420744,10981.4090019569,1248.33659491194,2278.27788649706,1842.27005870841,5110
0626310,Mountain View-Los Altos Union High,CALIFORNIA,02-Secondary school system only,09,12,94040,23203.4592626309,15154.5289030496,2615.1570323168,3412.60810195721,2021.16522530724,4394
0626340,Mt. Baldy Joint Elementary,CALIFORNIA,01-Elementary school system only,KG,08,91759,13872.3404255319,6680.85106382979,2021.27659574468,3393.6170212766,1776.59574468085,94
0626370,Mt. Diablo Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94519,13284.0099313191,8292.65146873892,1600.71582884597,1367.10411762809,2023.53851610615,31013
0626040,Mt. Shasta Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96067,11849.4623655914,7311.82795698925,207.885304659498,2008.9605734767,2320.78853046595,558
0626430,Mulberry Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92227,13780.8219178082,6876.71232876712,123.287671232877,3479.45205479452,3301.3698630137,73
0626460,Mupu Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93060,9668.67469879518,6246.98795180723,361.44578313253,2150.60240963855,909.638554216867,166
0626490,Muroc Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93523,11889.0128276631,6692.69380925823,842.163970998327,1801.45008365867,2552.70496374791,1793
0600029,Murrieta Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92562,11338.0929852479,7275.94512063997,997.634510343641,1315.29826674122,1749.21508752312,23251
0691022,Napa County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,94559,323776.699029126,97766.9902912621,151097.087378641,55116.5048543689,19796.1165048544,103
0626640,Napa Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94558,12312.7417519909,7567.23549488055,1510.8646188851,1615.41524459613,1619.22639362912,17580
0626670,National Elementary,CALIFORNIA,01-Elementary school system only,KG,08,91950,14823.6994219653,9284.32080924855,1309.42919075145,1827.49277456647,2402.45664739884,5536
0600036,Natomas Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95834,12033.4398454336,7162.96351341309,1260.60786207922,1903.17306977781,1706.69540016348,13457
0626760,Needles Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92363,13412.8902316213,8136.95871097684,501.510574018127,2164.14904330312,2610.27190332326,993
0626820,Nevada City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95959,11350.8114856429,6629.21348314607,724.094881398252,2305.86766541823,1691.6354556804,801
0691023,Nevada County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95945,19169.6675900277,10050.5540166205,2082.40997229917,5285.31855955679,1751.38504155125,1444
0626880,Nevada Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,95945,15562.4036979969,8334.74576271186,1978.04314329738,2378.6594761171,2870.95531587057,2596
0626910,New Haven Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94587,12268.8591436929,7476.90807552522,1222.94122861448,1536.83184114883,2032.1779984044,11281
0626970,New Hope Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95686,14000,10004.9751243781,288.557213930348,2308.45771144279,1398.00995024876,201
0627030,New Jerusalem Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,95304,12138.5746606335,7311.08597285068,1052.60180995475,2261.8778280543,1513.00904977376,1768
0627060,Newark Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94560,12769.1906912122,7749.21847863842,1346.47447030219,1663.42480027787,2010.07294199375,5758
0627120,Newcastle Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95658,13709.3275488069,7188.72017353579,544.468546637744,3741.86550976139,2234.27331887202,461
0627180,Newhall,CALIFORNIA,01-Elementary school system only,KG,06,91355,11279.2475913748,7421.01238721517,1014.9870010705,1569.96482642606,1273.2833766631,6539
0627200,Newman-Crows Landing Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95360,13284.6511627907,7484.03100775194,1758.13953488372,1845.58139534884,2196.8992248062,3225
0627240,Newport-Mesa Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92626,15124.9939440919,8961.29063514365,1778.54755099075,1920.35269609031,2464.80306186716,20641
0627300,Nicasio,CALIFORNIA,01-Elementary school system only,KG,08,94946,25641.0256410256,12538.4615384615,1102.5641025641,7923.07692307692,4076.92307692308,39
0627450,Norris Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93312,8683.42911877395,5682.95019157088,485.871647509579,1165.469348659,1349.13793103448,4176
0627480,North County Joint Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95023,10336.1111111111,6900,290.277777777778,1615.27777777778,1530.55555555556,720
0627510,North Cow Creek Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96073,10363.6363636364,7252.96442687747,403.162055335968,1905.13833992095,802.371541501976,253
0627590,North Monterey County Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95039,13821.3275299238,8205.87595212187,1327.09466811752,1884.65723612622,2403.69967355822,4595
0603030,Northern Humboldt Union High,CALIFORNIA,02-Secondary school system only,KG,12,95519,14340.243902439,8420.73170731707,1405.48780487805,2367.07317073171,2146.9512195122,1640
0627690,Norwalk-La Mirada Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90650,13962.1556335193,8093.11554609766,1808.65014090988,1569.04583884511,2491.34410766665,17387
0627720,Novato Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94945,13101.2265804017,8321.06752931662,1371.74821404502,1659.52284674484,1748.88799029519,7419
0627750,Nuestro Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95953,8917.64705882353,5529.41176470588,129.411764705882,2117.64705882353,1141.17647058824,170
0627780,Nuview Union,CALIFORNIA,03-Elementary/secondary school system,KG,12,92567,12193.1350114416,7322.65446224256,1176.6590389016,1750.57208237986,1943.24942791762,2185
0627810,Oak Grove Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95119,12806.0139718538,8167.05477371672,1374.10144780804,1513.71874050825,1751.1390098208,9877
0627840,Oak Grove Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95401,13910.9026963658,8592.02813599062,997.655334114889,2695.19343493552,1626.02579132474,853
0627850,Oak Park Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91377,10393.9724830749,6955.44878794497,1046.9534832933,1388.51277571522,1003.05743612142,4579
0627870,Oak Run Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96069,13455.8823529412,6308.82352941176,220.588235294118,4397.05882352941,2529.41176470588,68
0627900,Oak Valley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93274,11406.5335753176,7586.20689655172,488.203266787659,1312.15970961887,2019.96370235935,551
0627930,Oak View Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95220,11284.5744680851,7138.29787234043,289.893617021277,1957.44680851064,1898.93617021277,376
0600062,Oakdale Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95361,11208.1171237954,7085.24833209785,1055.96738324685,1510.93402520385,1555.96738324685,5396
0628050,Oakland Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94607,15652.1191545285,8553.90975796736,2494.82532033731,2095.69050487351,2507.69357135034,36524
0628080,Oakley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94561,10719.7645718625,6697.55078792482,1312.51186633757,1350.86386937536,1358.8380482248,5267
0628140,Ocean View,CALIFORNIA,01-Elementary school system only,KG,08,92647,11811.6704232407,7709.99248685199,836.463811670423,1501.87828700225,1763.335837716,7986
0628170,Ocean View,CALIFORNIA,01-Elementary school system only,KG,08,93033,11924.7269890796,6606.86427457098,1057.72230889236,1766.77067082683,2493.36973478939,2564
0628250,Oceanside Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92058,13153.5584768812,8200.70262919311,1525.27198549411,1389.61922030825,2037.96464188577,17648
0628270,Ojai Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93024,12123.3738984473,7136.80234997902,955.937893411666,2106.58833403273,1924.04532102392,2383
0628320,Old Adobe Union,CALIFORNIA,01-Elementary school system only,KG,06,94954,13558.9313776847,9537.45416448402,950.235725510739,1451.54531168151,1619.69617600838,1909
0628470,Ontario-Montclair,CALIFORNIA,01-Elementary school system only,KG,08,91762,14721.100650296,9515.77210521207,1153.64456954285,1791.66262253713,2260.02135300398,20606
0628530,Orange Center,CALIFORNIA,01-Elementary school system only,KG,12,93706,15286.1736334405,8286.17363344051,1086.81672025723,3054.66237942122,2858.52090032154,311
0691024,Orange County Department of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,92628,61708.373747171,20725.509214355,22992.240543162,11761.7200129324,6228.90397672163,3093
0628650,Orange Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92856,11917.9335905,7294.07760381212,1474.58588609031,1424.09802586794,1725.1720747296,26442
0628680,Orchard Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95131,13586.0023724792,8674.97034400949,670.225385527877,2417.55634638197,1823.25029655991,843
0628710,Orcutt Union Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,93455,11083.3815865663,7066.97548735765,1262.88361320208,1227.75525960239,1525.76722640417,5181
0628830,Orick Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95555,24708.3333333333,13333.3333333333,500,6958.33333333333,3916.66666666667,24
0628860,Orinda Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94563,13472.5058915947,9152.00314218382,1089.15946582875,1904.16339355852,1327.17989002357,2546
0600045,Orland Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95963,12311.5333627928,7688.02474591251,912.947414935926,1810.4286345559,1900.13256738842,2263
0628950,Oro Grande,CALIFORNIA,03-Elementary/secondary school system,KG,12,92368,13285.2977925864,5660.14160766347,1705.95585172845,3335.69346105789,2583.50687213661,2401
0629100,Oroville City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95966,12884.0328861965,7847.68498485504,1223.27996538295,1430.98225876244,2382.08567719602,2311
0629130,Oroville Union High,CALIFORNIA,02-Secondary school system only,09,12,95966,13882.5136612022,8112.47723132969,1664.84517304189,1438.97996357013,2666.21129326047,2196
0629160,Outside Creek Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93292,10883.4951456311,6553.39805825243,97.0873786407767,1990.29126213592,2242.71844660194,103
0629190,Owens Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93526,27205.1282051282,14871.7948717949,576.923076923077,6371.79487179487,5384.61538461538,78
0629220,Oxnard,CALIFORNIA,01-Elementary school system only,KG,08,93030,13885.4592785422,8740.23800669394,1530.3086649312,1709.1235899343,1905.78901698277,16134
0629270,Oxnard Union High,CALIFORNIA,02-Secondary school system only,KG,12,93030,13175.0194599126,8048.79947308544,1744.08718040836,1711.81366385246,1670.31914256631,16701
0629280,Pacheco Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96002,11171.686746988,6953.31325301205,713.855421686747,1775.60240963855,1728.9156626506,664
0629340,Pacific Elementary,CALIFORNIA,01-Elementary school system only,KG,06,95017,12547.0085470085,7478.63247863248,444.444444444444,2769.23076923077,1854.70085470085,117
0629370,Pacific Grove Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93950,17671.7444717445,10887.4692874693,1607.37100737101,2869.77886977887,2307.12530712531,2035
0629400,Pacific Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93725,16105.9113300493,10881.7733990148,1103.44827586207,2000,2120.68965517241,406
0629430,Pacific Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95521,9755.73770491803,5096.72131147541,770.491803278689,1122.95081967213,2765.5737704918,610
0620460,Pacifica,CALIFORNIA,01-Elementary school system only,KG,08,94044,11416.5863066538,7013.50048216008,1051.10896817743,1624.23657987785,1727.74027643844,3111
0629490,Pajaro Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95076,15343.4580631987,8790.2394200827,2653.07060084741,1710.60288937669,2189.54515289193,19589
0629540,Palermo Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95968,12491.512345679,7714.50617283951,537.808641975309,2029.32098765432,2209.87654320988,1296
0629550,Palm Springs Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92264,14904.4114406593,9021.55039442951,1785.95037680137,1655.28182980036,2441.62883962805,22691
0629580,Palmdale Elementary,CALIFORNIA,01-Elementary school system only,KG,12,93550,13696.8823683521,7627.14173434635,2297.03955986377,1597.58973015457,2175.11134398742,19085
0629610,Palo Alto Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94306,23038.1921280854,15598.1487658439,2296.19746497665,2613.24216144096,2530.60373582388,11992
0629640,Palo Verde Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92225,13195.733152726,7631.89976295293,1315.94988147646,1639.34981374873,2608.53369454792,2953
0629670,Palo Verde Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93274,11515.1515151515,7213.80471380471,375.420875420875,1442.76094276094,2483.16498316498,594
0629700,Palos Verdes Peninsula Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90274,12484.0866541856,8323.70509048765,937.862173486672,1285.37041989837,1937.14897031292,11217
